state1,state2,DOM_RTED,DOM_Levenshtein,DOM_contentHash,DOM_SIMHASH,VISUAL_BlockHash,VISUAL_PHash,VISUAL_Hyst,VISUAL_PDiff,VISUAL_SIFT,VISUAL_SSIM,TLSH_nativ,TLSH_hash2vec,Human
state50,state660,False,False,False,True,True,True,True,True,True,False,False,False,False
state50,state651,False,False,False,True,True,True,True,True,True,False,False,False,False
state50,state378,True,False,False,True,True,True,True,True,True,False,False,False,False
state50,state257,False,True,False,True,False,False,True,False,True,False,False,False,False
state50,state532,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state138,False,True,False,True,True,True,True,True,True,False,False,False,False
state50,state412,False,True,False,True,False,False,True,False,True,False,False,False,False
state50,state536,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state656,False,True,False,True,True,True,True,True,True,False,False,False,False
state50,state538,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state75,False,True,False,True,True,True,True,True,True,False,False,False,False
state50,state150,True,True,True,True,True,True,True,True,True,False,False,False,False
state50,state392,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state272,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state275,True,False,False,True,True,True,True,True,True,False,False,False,False
state50,state550,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state420,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state389,True,False,False,True,True,True,True,True,True,False,False,False,False
state50,state543,False,True,False,True,False,False,True,False,True,False,False,False,False
state50,state269,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state668,False,True,False,True,True,True,True,True,True,False,False,False,False
state50,state700,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state703,True,True,True,True,False,False,True,True,True,False,False,False,False
state50,state308,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state706,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state709,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state60,True,True,True,True,True,True,True,True,True,False,True,False,True
state50,state64,True,True,True,True,True,True,True,True,True,False,True,False,True
state50,state162,False,True,False,True,True,True,True,True,True,False,False,False,False
state50,state165,True,True,True,True,True,True,True,True,True,False,False,False,False
state50,state560,True,False,False,True,False,True,True,True,True,False,False,False,False
state50,state681,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state310,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state397,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state278,False,True,False,True,False,False,True,False,True,False,False,False,False
state50,state432,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state674,False,False,False,True,True,True,True,True,True,False,False,False,False
state50,state677,False,True,False,True,False,False,True,False,True,False,False,False,False
state50,state434,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state437,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state679,True,True,True,True,False,False,True,True,True,False,False,False,False
state50,state315,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state68,True,True,True,True,True,True,True,True,True,False,True,False,True
state50,state318,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state713,True,True,True,True,False,True,True,True,True,False,False,False,False
state50,state715,True,True,True,True,False,False,True,True,True,False,False,False,False
state50,state718,True,True,True,True,False,False,True,True,True,False,False,False,False
state6,state5,True,False,True,True,True,False,True,True,True,False,True,False,False
state6,state8,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state293,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state173,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state690,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state176,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state3,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state692,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state321,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state563,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state202,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state686,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state443,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state721,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state566,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state57,False,False,False,True,True,False,True,True,True,False,False,False,False
state6,state724,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state606,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state727,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state54,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,index,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state180,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state187,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state583,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state340,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state211,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state331,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state455,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state697,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state575,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state459,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state216,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state619,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state196,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state593,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state464,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state344,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state501,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state589,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state346,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state349,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state624,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state504,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state33,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state506,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state39,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state38,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state508,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state233,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state199,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state355,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state29,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state597,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state479,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state512,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state239,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state514,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state634,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state24,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state517,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state638,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state27,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state493,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state252,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state243,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state364,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state400,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state520,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state523,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state247,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state489,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state249,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state403,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state526,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state647,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state529,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state10,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state407,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state16,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state409,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state141,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state143,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state660,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state651,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state378,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state257,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state532,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state138,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state412,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state536,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state656,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state538,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state75,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state150,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state392,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state272,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state275,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state550,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state420,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state389,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state543,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state269,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state668,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state700,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state703,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state308,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state706,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state709,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state60,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state64,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state162,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state165,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state560,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state681,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state310,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state397,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state278,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state432,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state674,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state677,False,False,False,False,False,False,True,False,True,False,False,False,False
state6,state434,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state437,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state679,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state315,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state68,False,False,False,False,True,False,True,True,True,False,False,False,False
state6,state318,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state713,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state715,False,False,False,False,False,False,True,True,True,False,False,False,False
state6,state718,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state8,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state293,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state173,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state690,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state176,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state3,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state692,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state321,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state563,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state202,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state686,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state443,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state721,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state566,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state57,False,False,False,True,True,False,True,True,True,False,False,False,False
state5,state724,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state606,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state727,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state54,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,index,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state180,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state187,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state583,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state340,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state211,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state331,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state455,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state697,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state575,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state459,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state216,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state619,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state196,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state593,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state464,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state344,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state501,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state589,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state346,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state349,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state624,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state504,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state33,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state506,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state39,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state38,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state508,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state233,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state199,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state355,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state29,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state597,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state479,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state512,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state239,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state514,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state634,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state24,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state517,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state638,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state27,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state493,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state252,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state243,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state364,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state400,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state520,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state523,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state247,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state489,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state249,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state403,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state526,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state647,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state529,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state10,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state407,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state16,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state409,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state141,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state143,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state660,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state651,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state378,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state257,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state532,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state138,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state412,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state536,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state656,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state538,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state75,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state150,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state392,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state272,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state275,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state550,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state420,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state389,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state543,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state269,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state668,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state700,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state703,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state308,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state706,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state709,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state60,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state64,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state162,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state165,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state560,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state681,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state310,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state397,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state278,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state432,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state674,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state677,False,False,False,False,False,False,True,False,True,False,False,False,False
state5,state434,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state437,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state679,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state315,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state68,False,False,False,False,True,False,True,True,True,False,False,False,False
state5,state318,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state713,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state715,False,False,False,False,False,False,True,True,True,False,False,False,False
state5,state718,False,False,False,False,False,False,True,True,True,False,False,False,False
state8,state293,False,False,False,True,False,False,True,True,True,False,True,False,False
state8,state173,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state690,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state176,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state3,True,True,True,True,True,True,True,True,True,False,True,False,False
state8,state692,False,False,False,True,False,True,True,True,True,False,False,False,False
state8,state321,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state563,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state202,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state686,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state443,False,False,False,True,False,True,True,True,True,False,False,False,False
state8,state721,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state566,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state57,False,False,False,False,True,False,True,True,True,False,True,False,False
state8,state724,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state606,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state727,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state54,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,index,False,True,False,True,True,True,True,True,True,False,False,False,False
state8,state180,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state187,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state583,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state340,False,False,False,True,False,False,True,False,True,False,False,False,False
state8,state211,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state331,False,False,False,True,False,False,True,True,True,False,True,False,False
state8,state455,False,False,False,True,False,False,True,True,True,False,True,False,False
state8,state697,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state575,False,False,False,True,False,False,True,True,True,False,False,False,False
state8,state459,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state216,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state619,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state196,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state593,False,False,False,True,False,False,True,False,True,False,True,False,False
state8,state464,False,False,False,True,False,False,True,False,True,False,False,False,False
state8,state344,False,False,False,True,False,True,True,True,True,False,False,False,False
state8,state501,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state589,False,False,False,True,False,False,True,False,True,False,False,False,False
state8,state346,False,False,False,True,False,True,True,True,True,False,False,False,False
state8,state349,False,False,False,True,False,True,True,True,True,False,False,False,False
state8,state624,False,False,False,True,True,True,True,True,True,False,False,False,False
state8,state504,False,False,False,True,False,False,True,False,True,False,False,False,False
state8,state33,False,False,False,True,True,True,True,True,True,False,False,False,False
